"Promoter Name"	"Absolute-Plus-1-Position"	"Promoters - genes downstream of promoter"	"Transcription-Direction"	"Promoters - transcription units of promoter"	"Transcription units - pathways"
PM0-45864	3785056	""	-	""	""
PM0-46352	1050702	G6508	-	TU0-13108	""
PM0-10418	4605777	G0-10474		TU0-8630	""
PM0-44390	234926	""	-	""	""
PM0-9602	3841771	EG11689		TU0-14010	""
PM00184	1978395	EG10319 // EG10320	-	TU00136	""
PM0-44755	1175329	""	-	""	""
PM0-45119	1921957	""	+	""	""
PM00620	3492430	EG10757		TU00465	""
PM0-45483	2943263	""	-	""	""
PM0-45848	3751960	""	-	""	""
PM0-46333	1350132	G6640	-	TU0-13203	""
PM0-10375	3245043	EG12738	+	TU0-14749	""
PM0-44374	177757	""	-	""	""
PM0-9577	2426837	EG10452 // EG10007 // EG12125 // EG12124		TU0-14415	""
PM00161	3485953	EG10164		TU00119	""
PM0-44739	1144380	""	+	""	""
PM0-45103	1894628	""	+	""	""
PM00603	4635477	EG11217 // EG11218 // EG10730 // EG10145		TU00253	""
PM0-45467	2876536	""	+	""	""
PM0-45832	3716484	""	-	""	""
PM0-10352	1234905	EG10281		TU0-14737	""
PM0-46320	2269811	G7147	+	TU0-42566	""
PM0-44359	146898	""	+	""	""
PM0-9553	22034	EG11081 // EG11080 // EG10548 // EG10492		TU0-14395	""
PM0-44723	1101755	""	-	""	""
PM0-45087	1876822	""	+	""	""
PM00586	2868829	EG10510 // EG12111		TU00309	""
PM0-45451	2796814	G7395	-	TU0-13708	""
PM0-45816	3674637	""	+	""	""
PM0-10283	1092841	G6532		TU0-8682	""
PM0-46302	1451409	EG13139	-	TU0-42552	""
PM0-44344	35499	""	-	""	""
PM0-9515	3455495	EG11263 // G7701		TU0-14375	""
PM0-44707	1051307	""	-	""	""
PM00127	2687503	EG10384		TU00089	""
PM0-45071	1844902	""	-	""	""
PM00569	456646	EG10158 // EG10159		TU00419	""
PM0-45435	2758663	""	-	""	""
PM0-45800	3619113	""	+	""	""
PM0-10249	1792087	G6925		TU0-13377	""
PM0-46242	1647876	EG10228 // G6835 // G6834		TU0-13327	""
PM0-4427	866394	EG10154 // EG10153	-	TU00302	""
PM0-9399	1081307	G0-10495 // G6525		TU0-13115	""
PM0-44691	1023994	""	-	""	""
PM00102	638921	EG11384 // EG11385		TU00074	""
PM0-45055	1806170	""	-	""	""
PM00553	156235	EG11972 // EG11973		TU00263	""
PM0-45419	2725760	""	-	""	""
PM0-45416	2722667	""	+	""	""
PM0-45781	3602252	""	-	""	""
PM0-10215	4638160	EG10145		TU0-14683	""
PM0-46182	3923756	""	-	""	""
PM0-3921	4287595	EG11942 // EG11943 // EG11448		TU0-3721	""
PM0-9355	2914277	EG11249 // EG10571 // EG10835		TU0-14269	""
PM0-44672	949643	""	+	""	""
PM00078	4207627	EG10792 // EG10795	-	TU00056	""
PM0-45036	1758945	""	-	""	""
PM00534	1981651	EG11751		TU00391	""
PM0-45400	2659953	""	-	""	""
PM0-45765	3557002	""	-	""	""
PM0-10190	4429780	EG12504		TU0-14159	""
PM0-46154	3234480	G7602 // G7601		TU0-13854	""
PM0-3626	396553	G6227 // EG10928		TU0-3426	""
PM0-9299	3982781	EG10090		TU0-8863	""
PM0-44656	914901	""	-	""	""
PM00050	4341650	EG11230		TU00040	""
PM0-45020	1725648	""	-	""	""
PM00518	953579	EG10701		TU00380	""
PM0-45384	2622990	""	+	""	""
PM0-45749	3526243	""	-	""	""
PM0-10172	4120398	EG11879 // EG11880		TU0-14669	""
PM0-46117	4640838	""	+	""	""
PM0-36244	2230509	EG12024 // EG12023		TU0-13535	""
PM0-8920	2303695	EG12060 // EG12061 // EG12062 // EG12064 // EG12067 // EG12143 // EG12068		TU0-8484	""
PM0-44640	859100	""	-	""	""
PM00032	792081	EG10363 // EG10366 // EG10362 // EG10366 // EG10362 // EG10362 // EG11698 // EG10363 // EG10366 // EG10362	-	TU0-42583 // TU0-42581 // TU0-42578 // TU00025	""
PM0-45004	1676548	""	-	""	""
PM00501	4379003	EG10040		TU243	""
PM0-45368	2531383	""	+	""	""
PM0-45733	3477431	""	+	""	""
PM0-10151	3785235	EG12298 // EG12297 // EG12296		TU0-13998	""
PM0-46101	4600337	""	-	""	""
PM0-3623	2753486	EG10952		TU0-3423	""
PM0-8864	1592482	EG10443 // EG10442		TU00284	""
PM0-44623	820778	""	+	""	""
PM00013	406280	EG10082 // EG11093 // EG10083	+	TU00011	""
PM0-44988	1644972	""	-	""	""
PM00484	4109907	EG10138		TU0-6485	""
PM0-45352	2495336	""	-	""	""
PM0-45717	3412497	""	+	""	""
PM0-10131	3301301	G7650 // G7651		TU0-14656	""
PM0-46085	4563734	""	-	""	""
PM0-36210	3341719	EG11680 // G7665 // G7664 // G7663		TU0-36432	""
PM0-8746	1290220	EG12121		TU0-8364	""
PM0-44609	785459	""	-	""	""
PM0-9996	824601	G6408		TU0-8566	""
PM0-44972	1615550	""	+	""	""
PM00467	3884065	EG10862 // EG10892		TU743	""
PM0-45336	2455688	""	-	""	""
PM0-45701	3386210	""	-	""	""
PM0-10114	2915043	EG11247		TU0-13735	""
PM0-46069	4511530	""	-	""	""
PM0-36176	3573657	EG10380 // EG10377 // EG10379 // EG10381 // EG10378		TU0-14302	""
PM0-8715	2695767	EG11373		TU0-8335	""
PM0-44592	729082	""	+	""	""
PM0-9980	454993	EG11003		TU0-12928	""
PM0-44956	1565743	""	-	""	""
PM00448	3592378	EG11050 // EG11048 // EG11049 // EG11046 // EG11047	-	TU0-5981	""
PM0-45320	2391717	""	-	""	""
PM922	1813742	G6936		TU781	""
PM0-45685	3354218	""	+	""	""
PM0-10095	2578608	EG11797		TU0-14644	""
PM0-46053	4479566	""	+	""	""
PM0-36128	188655	EG11411		TU0-36398	""
PM0-8604	4012837	EG10591		TU0-8224	""
PM0-44576	676637	""	+	""	""
PM0-9964	194784	G6092		TU0-14339	""
PM0-44940	1518375	""	-	""	""
PM00430	3100790	EG10046		TU0-6569	""
PM0-45304	2381686	""	-	""	""
PM682	1349129	EG11620		TU582	""
PM0-45669	3299939	""	+	""	""
PM0-10077	2137863	G7108		TU0-8723	""
PM0-46037	4437702	""	+	""	""
PM0-3284	2718675	EG11887		TU0-3104	""
PM0-8523	2578570	EG12100 // EG11797		TU0-8143	""
PM0-44560	661386	""	-	""	""
PM0-9881	3322590	EG30050 // EG12095		TU0-14574	""
PM0-44924	1502369	""	+	""	""
PM00414	2640642	EG10453		TU0-6506	""
PM0-45288	2344265	""	-	""	""
PM602	1741201	EG11531		TU502	""
PM0-45653	3267816	""	+	""	""
PM0-10060	1866506	G6968		TU0-13400	""
PM0-46021	4379473	""	-	""	""
PM0-2601	4467280	G0-10689 // EG12525		TU0-2421	""
PM0-8201	656526	EG12180		TU0-7821	""
PM0-44544	631991	""	+	""	""
PM0-9855	2493439	G7237		TU0-7745	""
PM0-44908	1487231	""	+	""	""
PM00388	1994879	EG11063		TU0-6559	""
PM0-45273	2282433	""	+	""	""
PM524	4377745	G7837		TU0-6484	""
PM0-45637	3252263	""	+	""	""
PM0-10044	1627491	EG12345		TU0-13310	""
PM0-46005	4297222	""	-	""	""
PM0-2101	2791172	EG11330 // EG10361 // EG11329		TU0-1921	""
PM0-7982	532300	G6274		TU0-7602	""
PM0-44528	572319	""	+	""	""
PM0-9835		EG10725 // EG10724 // EG10723 // EG10722 // EG10721		TU0-14552	""
PM0-44892	1425219	""	+	""	""
PM00372	1735323	EG10954		TU0-1681	""
PM0-45258	2251653	""	+	""	""
PM440	4365392	EG12177		TU359	""
PM0-45621	3226070	""	+	""	""
PM0-10025	1237285	EG11516		TU0-8686	""
PM0-45989	4260114	""	-	""	""
PM0-1783	656083	G6347		TU0-1603	""
PM0-7682	2579308	EG12100		TU0-7342	""
PM0-44512	556632	""	-	""	""
PM0-9813		EG30074 // EG30081		TU0-14530	""
PM0-44876	1417811	""	-	""	""
PM00356	985743	EG10096		TU0-6482	""
PM0-45243	2224941	""	-	""	""
PM339	42325	EG11565 // EG11564 // EG11563 // EG11562		TU142	""
PM0-45605	3192055	""	+	""	""
PM0-10007	980931	EG11253	+	TU0-13090	""
PM0-45973	4150311	""	-	""	""
PM0-1501	3059730	EG10490		TU0-1341	""
PM0-7323	1051305	""	+	""	""
PM0-44496	504767	""	-	""	""
PM0-9794		G6548		TU0-14514	""
PM0-44860	1370185	""	+	""	""
PM00339	456577	EG10158 // EG10159		TU00251	""
PM0-45228	2186884	""	+	""	""
PM263	131519	EG12316	+	TU796	""
PM0-45589	3169287	""	-	""	""
PM-8817	2766707	G7366		TU-8431	""
PM0-45957	4089902	""	-	""	""
PM0-1344	3941633	EG30072 // EG30079 // EG30033 // EG30086		TU0-1184	""
PM0-6143	2376887	""	-	""	""
PM0-44480	453627	""	-	""	""
PM0-9772		G6879		TU0-14496	""
PM0-44844	1330689	""	-	""	""
PM00323	85540	EG10499 // EG10500		TU0-6882	""
PM0-45212	2120337	""	-	""	""
PM195	4640508	EG10061	-	TU344	""
PM0-45573	3133915	""	+	""	""
PM-8784	1988200	G7035		TU-8399	""
PM0-45941	4062166	""	+	""	""
PM0-1163	1832044	G6940 // G6941 // G6942 // G6943 // G6944		TU0-1003	""
PM0-5501		EG12052 // EG12053 // EG12054 // EG12055 // EG12169 // EG12057 // EG12058 // EG12059		TU0-5261	""
PM0-44464	392619	""	-	""	""
PM0-9756		G7173		TU0-13571	""
PM0-44828	1298452	""	+	""	""
PM00303	4097472	EG11866 // EG11867 // EG11868		TU00219	""
PM0-45196	2098310	""	-	""	""
PM170	4467363	G0-10689 // EG12525		TU0-2422	""
PM0-45557	3119259	""	-	""	""
PM-8766	2537315	G7261 // G7260		TU-8383	""
PM0-45925	4018747	""	+	""	""
PM0-10550	4107522	EG10699		TU0-14813	""
PM0-5243	4370616	EG10599 // EG10600		TU0-5003	""
PM0-44449	335068	""	-	""	""
PM0-9731	3545458	G7748		TU0-14478	""
PM0-44813	1256110	""	-	""	""
PM00279	1298413	EG10031		TU00198	""
PM0-45180	2056792	""	+	""	""
PM1023	1308673	G6633 // EG11608		TU863	""
PM0-45541	3089749	""	+	""	""
PM0-45909	3949984	""	+	""	""
PM0-10512	1848029	EG11014 // EG10943		TU0-14798	""
PM0-4943	366377	EG10524 // EG10526 // EG10527		TU0-4703	""
PM0-44434	318397	""	-	""	""
PM0-9711	434504	EG10704 // G6234 // EG10666 // EG11322		TU0-14466	""
PM0-44797	1218953	""	+	""	""
PM00254	3354509	EG10403 // EG10404 // EG11514		TU00182	""
PM0-45164	2028504	""	-	""	""
PM00665	1097676	EG30097		TU00510	""
PM0-45525	3015056	""	+	""	""
PM0-45893	3877615	""	-	""	""
PM0-10471	494817	EG10461		TU0-14784	""
PM0-4741	182447	EG12335		TU0-4501	""
PM0-44419	294031	""	-	""	""
PM0-9681	932929	G6464		TU0-14448	""
PM0-44781	1202883	""	+	""	""
PM00228	624831	EG10261 // EG10263 // EG10260 // EG10259 // EG11105		TU00166	""
PM0-45148	1979658	""	+	""	""
PM00649	2044541	EG30020		TU00497	""
PM0-45509	2988415	""	+	""	""
PM0-45877	3828821	""	+	""	""
PM0-46366	830669	EG12406 // G6412 // G6411 // G6410 // G6409	-	TU0-13050	""
PM0-10449	1988001	G0-10653		TU0-14767	""
PM0-44403	260303	""	+	""	""
PM0-9627	507204	G0-9382	+	TU0-8522	""
PM00202	3245002	EG12738		TU00150	""
PM0-44768	1197589	""	-	""	""
PM0-45132	1941721	""	-	""	""
PM00633	2533498	EG10788 // EG10789 // EG10165		TU00480	""
PM0-45493	2971569	""	+	""	""
PM0-45861	3783810	""	-	""	""
PM0-46349	819858	G6403	+	TU0-13047	""
PM0-1041	2976569	EG10364		TU0-881	""
PM0-44387	231083	""	-	""	""
PM0-9599		G0-8870		TU0-8516	""
PM00178	2825791	G8210 // EG10969 // EG10970 // EG10971 // EG10972 // EG10974 // EG10973		TU00133	""
PM0-44752	1168981	""	+	""	""
PM0-45116	1921715	""	+	""	""
PM00616	1040599	EG10049		TU00461	""
PM0-45480	2930873	""	+	""	""
PM0-45845	3737234	""	-	""	""
PM0-46330	790463	EG10363	-	TU0-42588	""
PM0-10370	3801136	EG11426 // EG11425		TU0-14744	""
PM0-44371	175052	""	+	""	""
PM0-9574	2908674	EG10258		TU0-14412	""
PM00156	329361	EG10109 // EG10110 // EG10111		TU00115	""
PM0-44736	1126077	""	+	""	""
PM0-45100	1894112	""	-	""	""
PM00600	3090327	EG11336		TU00452	""
PM0-45464	2873392	""	-	""	""
PM0-45829	3712983	""	-	""	""
PM0-10349	3657800	EG11544	+	TU0-14736	""
PM0-46317	3906717	EG10116	-	TU0-42564	""
PM0-44356	131466	""	-	""	""
PM0-9548	179196	EG10225		TU0-12823	""
PM0-44720	1095759	""	+	""	""
PM00142	451653	EG10182 // EG10181 // EG10180 // EG10179 // EG10178		TU00101	""
PM0-45084	1875598	""	-	""	""
PM00583	3210735	EG10920 // EG10239 // EG10896		TU00435	""
PM0-45448	2782822	""	-	""	""
PM0-45813	3656039	""	-	""	""
PM0-10279	3195240	G0-10602		TU0-14716	""
PM0-46299	1447394	G6706	-	TU0-42549	""
PM0-44341	15380	""	+	""	""
PM0-9512	3455531	EG11359 // EG12173 // G7711 // G7710 // G7709 // G7708 // G7707 // G7706 // G7705 // G7704 // G7703 // G7702		TU0-13913	""
PM0-44704	1051284	""	-	""	""
PM00119	260158	EG10729		TU00086	""
PM0-45068	1841611	""	-	""	""
PM00566	12144	G0-8893 // EG10241 // EG10240		TU00418	""
PM0-45432	2750763	""	+	""	""
PM0-45797	3619074	""	+	""	""
PM0-10246	607731	G0-9582		TU0-8266	""
PM0-46217	2755586	EG30100		TU0-42503	""
PM0-4422	3793896	EG11424 // EG11189 // EG12210 // EG10838		TU0-4182	""
PM0-9394	480794	EG12429 // EG10439		TU0-12943	""
PM0-44688	1015532	""	+	""	""
PM00099	813462	EG11062		TU00070	""
PM0-45052	1805101	""	+	""	""
PM00550	1330818	EG11013		TU0-2504	""
PM00095	4632704	EG11029		TU00220	""
PM0-45049	1789603	""	+	""	""
PM00547	1330980	EG11013		TU0-2501	""
PM0-45413	2712876	""	+	""	""
PM0-45778	3588300	""	-	""	""
PM0-10207	160657	EG11362 // EG10230		TU0-14681	""
PM0-46177	84154	EG10531		TU0-42475	""
PM0-3841	161515	EG10230 // EG10949		TU00358	""
PM0-9339	1800427	EG10881 // EG11231		TU0-14255	""
PM0-44669	947144	""	+	""	""
PM00071	401707	EG10727 // EG11401		TU00052	""
PM0-45033	1749569	""	-	""	""
PM00531	1343476	EG10679		TU00388	""
PM0-45397	2653699	""	+	""	""
PM0-45762	3537176	""	+	""	""
PM0-10186	4382618	EG11211		TU0-14146	""
PM0-46140	2819370	EG11447		TU0-42457	""
PM0-36256	4275164	EG11937		TU0-8608	""
PM0-9249	1313991	EG11124	+	TU0-8813	""
PM0-44653	897947	""	+	""	""
PM00047	4246464	EG10556 // EG10555 // EG10554		TU00038	""
PM0-45017	1721014	""	-	""	""
PM00515	1192686	EG11314 // EG11345		TU00054	""
PM0-45381	2591070	""	-	""	""
PM0-45746	3511622	""	-	""	""
PM0-10168	4042049	EG11830		TU0-14057	""
PM0-46114	4633899	""	-	""	""
PM0-36241	1841432	G6953		TU0-8641	""
PM0-8916	176561	EG12332		TU0-8480	""
PM0-44637	853135	""	+	""	""
PM00029	1399552	EG10325	-	TU00022	""
PM0-45001	1669633	""	+	""	""
PM00498	4181063	EG10895 // EG10894		TU0-7002	""
PM0-45365	2526933	""	+	""	""
PM0-45730	3439168	""	-	""	""
PM0-10148	3719097	EG12273		TU0-8589	""
PM0-46098	4594882	""	-	""	""
PM0-36227	508191	G6259		TU0-8524	""
PM0-8856	4601615	EG10237 // EG10244 // EG11214 // EG10237 // EG10244		TU0-8868 // TU00261	""
PM0-44620	800552	""	+	""	""
PM00010	2741201	EG11039 // EG10078		TU00008	""
PM0-44985	1641765	""	+	""	""
PM00481	3966162	EG12428 // EG12428 // EG10845		TU0-42518 // TU0-6941	""
PM0-45349	2492144	""	-	""	""
PM0-45714	3403280	""	+	""	""
PM0-10128	3237282	G7606		TU0-13858	""
PM0-46082	4562682	""	-	""	""
PM0-36203	368536	EG10525 // G6201		TU0-36427	""
PM0-8738	518568	""	-	""	""
PM0-44606	784848	""	-	""	""
PM0-9993	669072	EG11255 // EG11254 // EG10606 // EG10607 // EG10854		TU0-13009	""
PM0-44969	1614780	""	+	""	""
PM00464	3882733	EG10828 // EG10242		TU0-1193	""
PM0-45333	2448436	""	+	""	""
PM981	4340556	EG11501		TU00235	""
PM0-45698	3380119	""	-	""	""
PM0-10111	2867724	EG10510		TU0-14652	""
PM0-46066	4504006	""	+	""	""
PM0-36160	3336886	G7657		TU0-13888	""
PM0-8705	485699	EG12116		TU0-8325	""
PM0-44589	718344	""	-	""	""
PM0-9977	419488	G6233 // EG12168		TU0-12918	""
PM0-44953	1553994	""	-	""	""
PM00445	3474621	EG11036 // EG10360 // EG10906 // EG10911		TU00348	""
PM0-45317	2388458	""	+	""	""
PM823	2857019	EG10625		TU723	""
PM0-45682	3336983	""	-	""	""
PM0-10092	2537319	G7259		TU0-8487	""
PM0-46050	4475401	""	+	""	""
PM0-3582	787632	EG11699		TU0-3382	""
PM0-8583	3068185	EG11244		TU0-8203	""
PM0-44573	676700	""	-	""	""
PM0-9961	134339	EG12605		TU0-12813	""
PM0-44937	1517236	""	+	""	""
PM00427	2913829	EG11249 // EG10571 // EG10835		TU521	""
PM0-45301	2373574	""	-	""	""
PM67	1190508	EG10732 // EG10731		TU66	""
PM0-45666	3298207	""	-	""	""
PM0-10074	2081303	EG11892		TU0-14637	""
PM0-46034	4434082	""	+	""	""
PM0-2922	2553205	EG12189		TU0-2742	""
PM0-8441	4111524	EG11015		TU0-8061	""
PM0-44557	661460	""	-	""	""
PM0-9877	4603319	G7948 // G7947		TU0-14571	""
PM0-44921	1496655	""	+	""	""
PM00411	2535480	EG10165		TU0-4786	""
PM0-45285	2319979	""	-	""	""
PM590	461305	EG10467		TU490	""
PM0-45650	3267190	""	+	""	""
PM0-10057	1809263	G6931		TU0-8640	""
PM0-46018	4374403	""	-	""	""
PM0-2523	159171	EG11374 // EG10690		TU00315	""
PM0-8184	4635353	EG11366		TU0-7804	""
PM0-44541	608056	""	+	""	""
PM0-9851		G7376 // G7375		TU0-13697	""
PM0-44905	1482927	""	-	""	""
PM00385	1946016	RUVB // RUVA		TU0-6661	""
PM0-45270	2278446	""	-	""	""
PM505	3560891	EG10400		TU403	""
PM0-45634	3250475	""	+	""	""
PM0-10040	1509978	G6750		TU0-13267	""
PM0-46002	4297151	""	-	""	""
PM0-2061	2662199	EG12132 // G7324 // G7325 // G7326		TU0-1881	""
PM0-7961	65803	EG10747	-	TU0-7581	""
PM0-44525	568751	""	+	""	""
PM0-9832		EG11016 // EG30108		TU0-14549	""
PM0-44889	1425313	""	+	""	""
PM00369	1341870	EG11128 // EG10809		TU0-6407	""
PM0-45255	2249656	""	-	""	""
PM435	4640681	EG10061		TU354	""
PM0-45618	3221255	""	-	""	""
PM0-10022	1214113	G6602		TU0-13158	""
PM0-45986	4242270	""	-	""	""
PM0-1729	1244556	G6623		TU0-1548	""
PM0-7602	817977	EG11598 // EG11597 // EG11666 // EG11596		TU0-7262	""
PM0-44509	531362	""	-	""	""
PM0-9810	1848024	EG11014 // EG10943		TU0-14527	""
PM0-44873	1409338	""	+	""	""
PM00353	954493	EG10701 // EG11258		TU00377	""
PM0-45240	2222152	""	+	""	""
PM335	4051943	EG11836	+	TU0-6505	""
PM0-45602	3185311	""	+	""	""
PM0-10003	932078	EG11032		TU0-13078	""
PM0-45970	4143953	""	+	""	""
PM0-1441	710829	G0-10580 // EG10359		TU0-1281	""
PM0-7261	2578588	EG12100 // EG11797		TU0-6921	""
PM0-44493	490879	""	+	""	""
PM0-9791		EG10189		TU0-14511	""
PM0-44857	1351896	""	-	""	""
PM00336	424985	EG10812		TU871	""
PM0-45225	2183801	""	-	""	""
PM242	4541871	EG10312		TU183	""
PM0-45586	3167731	""	-	""	""
PM-8813	1538687	EG10644 // EG10645		TU-8427	""
PM0-45954	4081361	""	-	""	""
PM0-1321		G6094		TU0-1161	""
PM0-5982	3658345	EG12241 // EG12240 // EG11544		TU0-5682	""
PM0-44477	443748	""	-	""	""
PM0-9769		G7192		TU0-13586	""
PM0-44841	1330803	""	-	""	""
PM00320	49799	EG10326		TU0-6401	""
PM0-45209	2109718	""	-	""	""
PM186	3401129	EG10608 // EG10610 // EG10609 // EG10608		TU0-14388 // TU00304	""
PM0-45570	3134020	""	+	""	""
PM-8781	3343396	EG12146 // EG11682 // EG11681 // EG10898 // EG11680		TU-8398	""
PM0-45938	4060253	""	+	""	""
PM0-1124	4455760	EG12440		TU0-964	""
PM0-5426	52588	EG10048 // EG10047 // EG10523		TU0-5186	""
PM0-44461	384830	""	-	""	""
PM0-9751		EG12005		TU0-13525	""
PM0-44825	1288753	""	-	""	""
PM00297	4277423	EG10958		TU00211	""
PM0-45193	2089176	""	-	""	""
PM167	3128206	G7546		TU0-1963	""
PM0-45554	3111276	""	-	""	""
PM0-45922	4009014	""	+	""	""
PM0-10542	2766860	G7366		TU0-14812	""
PM0-5201	4551334	EG12563		TU0-4961	""
PM0-44446	321537	""	+	""	""
PM0-9726	1384069	EG11042 // EG12870 // G6659		TU0-14473	""
PM0-44810	1244555	""	+	""	""
PM00274	990414	EG10742		TU00195	""
PM0-45177	2043618	""	+	""	""
PM101	4551518	EG20248 // EG11066		TU101	""
PM0-45538	3086182	""	-	""	""
PM0-45906	3948160	""	-	""	""
PM0-10506	3710581	EG12267	-	TU0-13975	""
PM0-4922	4494435	G7891 // EG12539 // G7892 // G7893		TU0-4682	""
PM0-44431	311460	""	-	""	""
PM0-9708	702008	EG10636		TU0-14464	""
PM0-44794	1217307	""	+	""	""
PM00250	83735	EG11280 // EG11575 // EG11576 // EG11577 // EG11226 // EG11280		TU0-42508 // TU00179	""
PM0-45161	2008261	""	-	""	""
PM00662	697163	EG30031 // EG30029 // EG30059 // EG30030 // EG30028 // EG30052 // EG30058		TU00507	""
PM0-45522	3009830	""	+	""	""
PM0-45890	3866390	""	-	""	""
PM0-4702		G7445 // G7446 // G7447		TU0-4462	""
PM0-44416	285207	""	+	""	""
PM0-9676	90688	EG10265 // EG10347 // EG10339 // EG10342 // EG10214 // EG10619 // EG10623 // EG10344 // EG10620 // EG10604 // EG10622 // EG10621 // EG10341 // EG11086		TU0-14443	""
PM0-44778	1202955	""	-	""	""
PM00225	612667	EG10262 // EG10293		TU00163	""
PM0-45145	1977932	""	-	""	""
PM00646	564703	EG30014		TU00491	""
PM0-45506	2988436	""	+	""	""
PM0-45874	3821288	""	-	""	""
PM0-46362	1810882	G6934	+	TU0-13384	""
PM0-10444	1734162	EG12181		TU0-8805	""
PM0-44400	247544	""	+	""	""
PM0-9624	2734295	G0-10600		TU0-14423	""
PM00199	2513009	EG11971		TU00147	""
PM0-44765	1189940	EG10732		TU0-41681	""
PM0-45129	1940228	""	-	""	""
PM00630	2312887	EG10670		TU00477	""
PM0-10088	2509447	EG12957		TU0-14640	""
PM0-45858	3776420	""	-	""	""
PM0-46345	3785195	EG12294 // EG12295 // EG20091 // EG10937	-	TU0-42596	""
PM0-10406	638800	G6333		TU0-12995	""
PM0-44384	214088	""	+	""	""
PM0-9595	1146589	G0-8862		TU0-14333	""
PM00174	3847198	EG11054		TU00130	""
PM0-44749	1161827	""	+	""	""
PM0-45113	1916119	""	+	""	""
PM00613	2810747	EG10603 // EG11354 // EG11439		TU00459	""
PM0-45477	2919513	""	-	""	""
PM0-45842	3727767	""	-	""	""
PM0-10366	3658062	EG12241 // EG12240 // EG11544		TU0-14742	""
PM0-44368	157031	""	-	""	""
PM0-9568	2838105	EG11551		TU0-14407	""
PM00153	3927129	EG10091		TU00112	""
PM0-44733	1124102	""	-	""	""
PM0-45097	1893359	""	+	""	""
PM00597	922676	EG11111	-	TU0-6486	""
PM0-45461	2864907	""	+	""	""
PM0-45826	3700398	""	+	""	""
PM0-10342	3821388	EG10965		TU0-14004	""
PM0-46312	3157545	G7566	+	TU0-13825	""
PM0-44353	87947	EG10338		TU0-12808	""
PM0-9545	1491506	G0-10592		TU0-14392	""
PM0-44717	1095155	""	-	""	""
PM00139	1986238	EG10059 // EG10058 // EG10057		TU00098	""
PM0-45081	1870243	""	+	""	""
PM00580	4354797	EG10553		TU00429	""
PM0-45445	2767540	""	+	""	""
PM0-45810	3653268	""	-	""	""
PM0-10276	2545741	G7264 // G7263		TU0-14715	""
PM0-46296	4352549	G0-10472 // G7830		TU0-42545	""
PM0-44338	11938	""	-	""	""
PM0-9421	3342226	EG11680 // G7665 // G7664 // G7663		TU0-14291	""
PM0-44701	1051205	""	-	""	""
PM00114	3600863	EG10897		TU00084	""
PM0-45065	1827069	""	-	""	""
PM00563	2001819	G7039 // EG11356 // EG11355	-	TU00415	""
PM0-45429	2744642	""	-	""	""
PM0-45794	3609930	""	+	""	""
PM0-10242	3817699	EG11193		TU0-14002	""
PM0-46206	160751	EG11362 // EG10230		TU0-42497	""
PM0-4386	200455	EG10545 // EG11284 // EG10316 // EG10455		TU0-4146	""
PM0-9379		EG11955		TU0-14129	""
PM0-44685	998321	""	+	""	""
PM0-44682	997765	""	+	""	""
PM00091	4274011	EG10976		TU00065	""
PM0-45046	1787339	""	+	""	""
PM00544	1556596	EG10680	+	TU0-1761	""
PM0-45410	2701162	""	-	""	""
PM0-45775	3584720	""	+	""	""
PM0-10204	738920	EG10736 // EG11108		TU0-14679	""
PM0-46172	2719931	G7350		TU0-42472	""
PM0-3821	1866815	G6970 // G6969		TU0-3621	""
PM0-9327	1649597	G6837 // G6836 // EG11304 // EG11303 // EG10227		TU0-13331	""
PM0-44666	947120	""	+	""	""
PM00065	2312830	EG10670		TU00049	""
PM0-45030	1747068	""	+	""	""
PM00528	42037	EG12608 // EG11557 // EG11558 // EG11559 // EG11560 // EG11561		TU00247	""
PM0-45394	2644960	""	-	""	""
PM0-45759	3532538	""	-	""	""
PM0-10183	4370873	EG10599		TU0-14673	""
PM0-46131	583656	EG10050		TU0-42454	""
PM0-36253	3389430	G7687 // G7686 // G7685		TU0-13901	""
PM0-9199	2976189	G0-8868		TU0-8763	""
PM0-44650	889940	""	+	""	""
PM00044	728849	G0-10439 // EG10515 // EG10514 // EG10513		TU00035	""
PM0-45014	1704761	""	+	""	""
PM00512	3867518	EG11535 // EG11534		TU00407	""
PM0-45378	2564400	""	+	""	""
PM0-45743	3499835	""	+	""	""
PM0-10163	4026443	EG10334		TU0-14055	""
PM0-46111	4630566	""	-	""	""
PM0-36239	1632723	G6818		TU0-13315	""
PM0-8911	1344638	G0-10591 // G6638		TU0-8475	""
PM0-44633	845664	""	-	""	""
PM00026	940823	EG10232 // EG10233 // EG10234	+	TU00019	""
PM0-44998	1667335	""	-	""	""
PM00494	4163399	EG11204 // EG10126		TU0-6281	""
PM0-45362	2518375	""	+	""	""
PM0-45727	3430088	""	-	""	""
PM0-10144	3492519	EG11262		TU0-13922	""
PM0-46095	4594737	""	-	""	""
PM0-36224	214187	G372 // G6097		TU0-12834	""
PM0-8845	1705755	EG10662 // G6876 // G6875 // G6874 // G6873 // G6872 // G6871		TU0-8458	""
PM0-44618	800620	""	+	""	""
PM00007	290340	EG10067		TU00005	""
PM0-44982	1636727	""	+	""	""
PM00478	3960647	EG10837	+	TU0-6511	""
PM0-45346	2473572	""	+	""	""
PM0-45711	3392184	""	-	""	""
PM0-10125	3156571	G7565	+	TU0-13824	""
PM0-46079	4537703	""	-	""	""
PM0-36194	1212123	G6600		TU0-36425	""
